ID,condition,condition_code,acknowledge_purchase,postpurchase_support,interaction,age,gender,initial_confidence,initial_satisfaction,price_sensitivity,PAL1,PAL2,PAL3,PAL4,PAL,TRU1,TRU2,TRU3,TRU4,Trust,CLO1,CLO2,CLO3,CLO4,CLO5,Closure,CFT1,CFT2,CFT3,CFT4,Counterfactual,REG1,REG2,REG3,REG4,Regret,MAN1,MAN2,MAN3,MAN4,MAN5,ManipIntent,IRR1,IRR2,IRR3,IRR4,IRR5,Irritation,choice_reversal,behavior_choice,view_policy,hide_ad
S2-0305,Ack+Alternative,1,1,0,0,29,Female,6,7,3,4,5,4,4,4.25,3,3,3,3,3.0,4,3,2,3,2,2.8,5,4,5,5,4.75,6,5,4,5,5.0,6,6,7,6,6,6.2,4,4,3,3,3,3.4,1,Exchange,1,0
S2-0306,Ack+Support,3,1,1,1,21,Female,6,6,6,5,6,5,5,5.25,6,6,6,6,6.0,6,6,6,6,6,6.0,2,3,1,3,2.25,2,2,2,2,2.0,2,2,2,2,2,2.0,2,2,2,3,2,2.2,0,Retain,0,0
S2-0307,Ack+Alternative,1,1,0,0,34,Male,4,7,7,5,5,5,5,5.0,3,3,3,3,3.0,4,3,3,4,3,3.4,4,4,4,4,4.0,4,4,4,4,4.0,4,5,5,5,5,4.8,4,5,5,5,4,4.6,1,Exchange,0,0
S2-0308,Ack+Support,3,1,1,1,35,Female,7,6,4,6,6,6,6,6.0,7,6,6,7,6.5,5,4,5,5,5,4.8,3,3,2,2,2.5,2,2,2,2,2.0,3,2,2,2,2,2.2,3,3,2,3,2,2.6,1,Exchange,0,0
S2-0309,NoAck+Alternative,0,0,0,0,26,Male,5,5,4,2,3,2,2,2.25,4,4,4,5,4.25,4,3,4,4,4,3.8,5,5,5,4,4.75,5,6,4,5,5.0,5,5,5,2,4,4.2,4,5,4,4,4,4.2,1,Exchange,0,0
S2-0310,Ack+Alternative,1,1,0,0,26,Male,5,5,5,6,5,4,5,5.0,4,4,5,4,4.25,2,2,3,3,4,2.8,5,5,5,6,5.25,6,5,5,6,5.5,6,6,5,5,5,5.4,4,4,4,4,4,4.0,0,Retain,0,1
S2-0311,NoAck+Alternative,0,0,0,0,25,Female,6,5,5,4,3,3,3,3.25,4,3,4,5,4.0,1,2,3,2,2,2.0,5,7,5,5,5.5,6,5,5,6,5.5,3,4,4,5,5,4.2,3,3,3,3,3,3.0,1,Exchange,0,0
S2-0312,NoAck+Support,2,0,1,0,36,Male,4,5,5,5,5,4,5,4.75,5,4,4,5,4.5,6,6,6,6,6,6.0,2,2,3,2,2.25,2,2,2,2,2.0,3,3,4,4,5,3.8,3,4,3,3,3,3.2,0,Retain,0,0
S2-0313,NoAck+Alternative,0,0,0,0,36,Female,4,5,4,3,2,3,3,2.75,3,4,4,3,3.5,2,2,2,3,1,2.0,6,7,5,5,5.75,5,5,6,6,5.5,4,5,5,4,4,4.4,4,4,5,5,4,4.4,0,Retain,1,0
S2-0314,NoAck+Alternative,0,0,0,0,21,Male,5,4,5,4,3,4,4,3.75,4,3,4,4,3.75,3,2,2,3,3,2.6,5,7,5,6,5.75,5,4,5,6,5.0,4,5,4,4,4,4.2,5,5,5,6,4,5.0,0,Retain,1,0
S2-0315,Ack+Alternative,1,1,0,0,21,Male,5,4,5,5,6,5,5,5.25,5,5,3,4,4.25,4,3,3,3,2,3.0,5,5,4,4,4.5,5,6,5,7,5.75,4,4,5,5,5,4.6,3,4,4,4,4,3.8,0,Retain,0,0
S2-0316,NoAck+Alternative,0,0,0,0,25,Female,4,5,5,4,5,4,5,4.5,5,3,4,4,4.0,2,2,3,2,2,2.2,5,5,7,6,5.75,4,4,5,4,4.25,3,5,5,5,4,4.4,3,4,4,4,4,3.8,1,Exchange,1,0
S2-0317,Ack+Support,3,1,1,1,36,Male,6,5,5,6,7,7,6,6.5,7,5,6,6,6.0,4,5,6,7,6,5.6,3,2,3,3,2.75,3,2,2,2,2.25,3,3,2,2,2,2.4,1,2,2,2,2,1.8,0,Retain,0,0
S2-0318,NoAck+Alternative,0,0,0,0,23,Male,6,6,5,3,4,3,4,3.5,4,5,4,3,4.0,4,3,3,3,4,3.4,5,6,5,5,5.25,4,5,5,6,5.0,3,3,3,3,3,3.0,3,3,3,3,4,3.2,1,Cancel,1,0
S2-0319,NoAck+Support,2,0,1,0,36,Male,5,5,6,3,4,4,4,3.75,4,4,4,4,4.0,5,5,4,4,6,4.8,3,3,3,3,3.0,3,3,2,2,2.5,2,2,3,2,2,2.2,3,2,2,2,3,2.4,0,Retain,0,0
S2-0320,Ack+Alternative,1,1,0,0,36,Female,4,6,3,4,5,4,4,4.25,4,4,3,3,3.5,2,2,2,3,3,2.4,5,6,6,6,5.75,5,6,5,6,5.5,4,5,5,5,5,4.8,5,4,3,5,5,4.4,0,Retain,1,0
S2-0321,Ack+Support,3,1,1,1,35,Female,5,5,6,6,6,5,6,5.75,6,6,7,7,6.5,5,6,6,6,6,5.8,3,3,2,2,2.5,3,3,4,3,3.25,2,2,3,2,2,2.2,5,3,3,2,3,3.2,0,Retain,0,0
S2-0322,NoAck+Alternative,0,0,0,0,18,Male,5,5,6,4,5,4,3,4.0,4,4,4,5,4.25,3,4,4,3,3,3.4,3,5,5,5,4.5,4,4,3,3,3.5,4,4,4,3,5,4.0,3,4,3,4,4,3.6,0,Retain,0,0
S2-0323,NoAck+Alternative,0,0,0,0,43,Male,4,5,5,3,4,4,4,3.75,4,4,4,4,4.0,4,3,4,3,4,3.6,3,4,5,5,4.25,4,4,5,5,4.5,4,4,4,3,3,3.6,4,3,4,4,4,3.8,0,Retain,0,1
S2-0324,Ack+Support,3,1,1,1,29,Male,4,6,5,7,7,7,6,6.75,6,7,6,7,6.5,7,6,7,7,6,6.6,2,1,2,2,1.75,2,2,2,2,2.0,2,2,3,3,2,2.4,3,4,4,3,3,3.4,0,Retain,0,0
S2-0325,Ack+Alternative,1,1,0,0,23,Male,5,4,6,5,6,6,5,5.5,3,3,4,3,3.25,4,3,3,3,4,3.4,5,4,5,4,4.5,4,4,4,3,3.75,5,5,4,6,6,5.2,3,4,5,4,3,3.8,1,Exchange,0,0
S2-0326,NoAck+Alternative,0,0,0,0,26,Female,5,4,3,4,5,4,3,4.0,5,4,4,4,4.25,4,3,3,3,3,3.2,5,4,4,5,4.5,2,3,4,3,3.0,4,4,5,4,4,4.2,2,4,3,4,2,3.0,0,Retain,1,0
S2-0327,Ack+Alternative,1,1,0,0,38,Male,4,6,5,5,5,5,5,5.0,3,2,1,3,2.25,4,4,3,3,4,3.6,3,4,3,5,3.75,4,5,4,4,4.25,5,6,5,5,6,5.4,3,4,5,4,5,4.2,0,Retain,0,0
S2-0328,Ack+Alternative,1,1,0,0,32,Male,7,7,5,5,7,7,7,6.5,3,3,3,3,3.0,3,3,4,4,4,3.6,4,4,5,5,4.5,4,4,5,6,4.75,5,5,5,6,6,5.4,3,3,4,3,3,3.2,0,Retain,0,0
S2-0329,NoAck+Support,2,0,1,0,24,Male,4,6,3,4,4,5,4,4.25,4,4,3,4,3.75,5,5,5,5,5,5.0,3,2,3,3,2.75,2,4,4,3,3.25,4,4,3,4,3,3.6,2,3,3,2,3,2.6,0,Retain,0,0
S2-0330,NoAck+Alternative,0,0,0,0,27,Male,6,5,5,4,4,4,4,4.0,3,4,3,3,3.25,4,3,4,4,3,3.6,4,4,5,5,4.5,4,4,4,4,4.0,5,6,4,6,5,5.2,5,5,5,6,5,5.2,0,Retain,0,0
S2-0331,Ack+Alternative,1,1,0,0,20,Female,6,5,4,5,5,5,5,5.0,3,3,3,3,3.0,2,2,2,2,2,2.0,4,4,5,5,4.5,6,6,5,5,5.5,5,6,5,5,5,5.2,4,5,6,5,5,5.0,0,Retain,0,1
S2-0332,Ack+Support,3,1,1,1,20,Female,5,4,6,6,6,6,5,5.75,6,5,5,5,5.25,5,4,6,5,5,5.0,4,4,4,3,3.75,3,3,4,5,3.75,1,1,3,2,2,1.8,2,2,1,1,2,1.6,0,Retain,0,0
S2-0333,Ack+Support,3,1,1,1,33,Female,6,5,4,4,6,5,5,5.0,6,6,7,6,6.25,5,6,5,6,5,5.4,2,3,4,3,3.0,2,3,2,2,2.25,3,2,2,2,3,2.4,1,1,1,3,2,1.6,0,Retain,0,0
S2-0334,NoAck+Alternative,0,0,0,0,25,Male,7,5,6,4,4,4,3,3.75,4,3,3,2,3.0,3,2,2,3,2,2.4,6,6,6,6,6.0,4,5,5,5,4.75,4,4,4,5,5,4.4,3,4,4,4,4,3.8,1,Exchange,1,1
S2-0335,Ack+Alternative,1,1,0,0,28,Nonbinary/Other,5,4,4,4,5,6,4,4.75,2,4,4,3,3.25,4,4,4,4,4,4.0,3,4,4,4,3.75,3,4,4,4,3.75,5,6,6,6,5,5.6,4,3,3,3,3,3.2,1,Exchange,1,0
S2-0336,NoAck+Support,2,0,1,0,39,Female,6,5,5,5,4,4,4,4.25,5,5,5,6,5.25,5,4,4,5,4,4.4,4,3,4,4,3.75,3,3,2,4,3.0,3,2,3,3,2,2.6,2,3,3,3,4,3.0,0,Retain,0,0
S2-0337,NoAck+Alternative,0,0,0,0,28,Female,4,5,5,3,1,3,2,2.25,3,3,3,3,3.0,4,3,3,3,3,3.2,5,5,6,6,5.5,5,4,5,5,4.75,4,3,4,3,4,3.6,4,3,3,4,4,3.6,1,Exchange,1,0
S2-0338,NoAck+Alternative,0,0,0,0,32,Female,4,5,6,3,4,4,5,4.0,5,4,4,4,4.25,3,3,3,3,4,3.2,5,5,5,5,5.0,4,6,4,5,4.75,4,4,4,5,4,4.2,3,3,4,4,4,3.6,0,Retain,0,0
S2-0339,Ack+Alternative,1,1,0,0,34,Male,6,5,7,6,6,6,6,6.0,4,4,4,5,4.25,3,3,4,4,5,3.8,4,5,5,5,4.75,4,4,4,4,4.0,6,6,6,5,6,5.8,4,3,4,3,3,3.4,0,Retain,0,1
S2-0340,NoAck+Alternative,0,0,0,0,28,Male,6,7,3,3,3,2,2,2.5,3,3,2,3,2.75,5,5,5,4,5,4.8,6,4,5,6,5.25,3,4,5,5,4.25,5,5,5,5,4,4.8,4,5,5,6,5,5.0,0,Retain,0,0
S2-0341,NoAck+Support,2,0,1,0,45,Female,6,4,6,4,5,3,4,4.0,5,5,5,4,4.75,5,7,6,6,6,6.0,1,3,2,3,2.25,1,1,1,1,1.0,4,2,3,2,3,2.8,2,3,4,2,2,2.6,0,Retain,0,0
S2-0342,Ack+Alternative,1,1,0,0,49,Male,6,6,5,4,5,6,4,4.75,4,4,4,3,3.75,3,3,4,2,3,3.0,6,6,6,7,6.25,4,4,5,4,4.25,5,5,5,4,5,4.8,4,4,4,5,4,4.2,0,Retain,1,0
S2-0343,Ack+Alternative,1,1,0,0,27,Female,6,5,5,4,4,4,3,3.75,2,2,2,3,2.25,3,3,3,2,3,2.8,5,5,4,5,4.75,5,5,5,5,5.0,6,5,6,6,5,5.6,5,5,5,5,6,5.2,1,Exchange,0,0
S2-0344,Ack+Alternative,1,1,0,0,41,Female,7,5,4,5,6,4,6,5.25,4,4,4,4,4.0,2,4,2,3,3,2.8,4,6,6,6,5.5,5,6,5,5,5.25,4,4,4,5,4,4.2,4,4,4,5,3,4.0,1,Exchange,0,1
S2-0345,NoAck+Alternative,0,0,0,0,18,Female,7,4,5,4,4,3,4,3.75,5,4,4,4,4.25,3,4,3,3,5,3.6,4,4,4,4,4.0,2,3,3,3,2.75,3,3,3,3,3,3.0,3,4,3,3,3,3.2,0,Retain,0,0
S2-0346,NoAck+Support,2,0,1,0,33,Female,5,4,6,4,4,4,5,4.25,5,5,4,4,4.5,5,6,6,6,5,5.6,4,3,2,2,2.75,4,2,3,3,3.0,3,3,2,3,3,2.8,4,3,3,4,3,3.4,0,Retain,0,0
S2-0347,NoAck+Alternative,0,0,0,0,40,Female,5,5,4,3,3,3,2,2.75,3,3,4,4,3.5,3,4,3,3,3,3.2,4,4,4,5,4.25,4,5,6,5,5.0,3,4,3,4,4,3.6,4,4,5,4,5,4.4,0,Retain,0,0
S2-0348,Ack+Alternative,1,1,0,0,18,Male,5,5,5,5,4,4,5,4.5,4,4,4,2,3.5,4,3,4,4,3,3.6,6,4,4,5,4.75,5,5,5,6,5.25,4,5,6,5,5,5.0,2,3,3,2,4,2.8,0,Retain,0,0
S2-0349,NoAck+Support,2,0,1,0,24,Female,6,5,6,6,5,5,6,5.5,5,5,5,5,5.0,4,4,5,4,5,4.4,3,3,4,2,3.0,3,2,3,3,2.75,2,2,2,3,2,2.2,3,2,3,2,4,2.8,0,Retain,0,0
S2-0350,Ack+Alternative,1,1,0,0,21,Male,5,4,2,5,7,5,6,5.75,3,4,3,4,3.5,3,2,4,4,3,3.2,4,4,4,3,3.75,4,4,5,5,4.5,6,5,6,6,5,5.6,5,4,4,5,4,4.4,0,Retain,0,0
S2-0351,Ack+Support,3,1,1,1,29,Female,4,5,5,5,5,5,5,5.0,4,5,5,6,5.0,5,5,5,5,6,5.2,2,3,3,2,2.5,3,2,2,3,2.5,3,1,1,2,3,2.0,3,2,2,2,2,2.2,0,Retain,0,0
S2-0352,Ack+Support,3,1,1,1,24,Female,6,5,7,5,6,5,5,5.25,5,5,5,4,4.75,5,6,6,7,6,6.0,2,2,2,2,2.0,1,2,2,2,1.75,1,2,1,2,1,1.4,3,3,3,3,3,3.0,0,Retain,0,0
S2-0353,Ack+Alternative,1,1,0,0,38,Female,5,4,5,7,6,6,5,6.0,4,4,3,3,3.5,3,3,3,4,3,3.2,5,4,5,6,5.0,5,5,4,6,5.0,6,6,6,5,6,5.8,4,4,4,4,4,4.0,0,Retain,1,0
S2-0354,Ack+Alternative,1,1,0,0,33,Male,5,6,4,5,5,5,5,5.0,4,3,3,3,3.25,3,3,3,3,3,3.0,4,5,5,6,5.0,4,4,5,4,4.25,5,5,4,5,4,4.6,4,5,4,5,4,4.4,0,Retain,0,0
S2-0355,Ack+Support,3,1,1,1,26,Male,6,6,4,6,5,5,6,5.5,5,5,5,4,4.75,5,5,5,5,5,5.0,3,4,2,4,3.25,2,4,3,3,3.0,3,3,3,2,3,2.8,1,2,1,2,1,1.4,0,Retain,0,0
S2-0356,Ack+Support,3,1,1,1,48,Female,6,4,4,5,7,6,6,6.0,6,6,4,6,5.5,4,5,5,5,5,4.8,3,3,2,3,2.75,3,2,4,3,3.0,2,3,3,4,3,3.0,2,2,1,2,3,2.0,0,Retain,0,0
S2-0357,NoAck+Alternative,0,0,0,0,29,Female,5,6,5,4,5,3,4,4.0,4,4,4,4,4.0,3,4,3,3,5,3.6,4,5,3,4,4.0,4,4,4,4,4.0,4,4,5,3,5,4.2,4,4,4,3,4,3.8,0,Retain,0,0
S2-0358,Ack+Support,3,1,1,1,18,Female,5,5,4,6,6,6,6,6.0,5,5,6,5,5.25,6,6,6,6,6,6.0,3,3,2,2,2.5,1,2,1,1,1.25,3,3,3,3,3,3.0,3,3,4,3,3,3.2,0,Retain,0,0
S2-0359,NoAck+Alternative,0,0,0,0,42,Male,6,6,3,4,2,3,2,2.75,3,3,3,3,3.0,3,3,3,3,2,2.8,4,5,5,5,4.75,5,4,5,5,4.75,3,3,4,4,3,3.4,4,5,4,4,4,4.2,0,Retain,0,0
S2-0360,Ack+Support,3,1,1,1,36,Female,5,5,2,5,6,5,6,5.5,6,4,5,4,4.75,7,6,7,6,6,6.4,2,1,3,2,2.0,2,1,1,1,1.25,3,4,3,4,3,3.4,2,3,4,4,3,3.2,1,Exchange,0,0
S2-0361,NoAck+Alternative,0,0,0,0,22,Female,4,6,5,4,4,4,5,4.25,3,5,3,3,3.5,3,3,3,4,3,3.2,5,5,6,6,5.5,5,5,6,5,5.25,5,4,4,4,3,4.0,3,3,3,5,5,3.8,1,Exchange,1,0
S2-0362,NoAck+Alternative,0,0,0,0,28,Female,4,5,5,2,2,3,3,2.5,4,3,3,3,3.25,4,3,4,4,4,3.8,5,4,5,5,4.75,4,3,4,6,4.25,4,4,5,4,5,4.4,3,3,3,3,3,3.0,1,Exchange,0,1
S2-0363,NoAck+Support,2,0,1,0,30,Female,5,5,5,4,4,4,3,3.75,4,5,5,4,4.5,4,6,5,6,5,5.2,3,2,3,3,2.75,3,3,2,2,2.5,3,3,1,2,2,2.2,3,3,3,4,4,3.4,0,Retain,1,0
S2-0364,NoAck+Alternative,0,0,0,0,28,Female,7,3,3,5,3,4,3,3.75,4,4,4,3,3.75,4,3,3,3,3,3.2,4,4,4,5,4.25,4,4,5,5,4.5,4,4,4,4,4,4.0,5,6,6,5,4,5.2,0,Retain,1,0
S2-0365,NoAck+Alternative,0,0,0,0,18,Female,6,5,6,3,3,4,3,3.25,3,2,3,3,2.75,3,4,4,4,3,3.6,6,5,5,6,5.5,4,4,5,4,4.25,4,4,4,4,3,3.8,3,4,4,3,3,3.4,0,Retain,0,0
S2-0366,Ack+Alternative,1,1,0,0,42,Male,5,7,5,5,5,5,5,5.0,3,5,4,4,4.0,3,4,4,4,4,3.8,6,6,5,5,5.5,4,5,6,5,5.0,5,5,5,5,5,5.0,3,3,4,4,4,3.6,1,Exchange,0,0
S2-0367,NoAck+Alternative,0,0,0,0,40,Female,6,4,4,3,4,4,4,3.75,3,5,4,4,4.0,4,3,3,4,4,3.6,4,6,5,5,5.0,4,5,5,5,4.75,2,3,3,3,3,2.8,3,4,4,4,5,4.0,1,Cancel,0,1
S2-0368,Ack+Alternative,1,1,0,0,36,Female,5,5,4,5,5,5,4,4.75,5,3,4,5,4.25,4,3,2,2,2,2.6,6,5,5,6,5.5,5,6,5,5,5.25,4,3,4,5,4,4.0,4,4,3,3,4,3.6,1,Exchange,1,0
S2-0369,NoAck+Support,2,0,1,0,21,Female,7,6,5,4,4,4,4,4.0,4,4,4,5,4.25,5,4,4,5,5,4.6,4,3,3,3,3.25,4,4,3,4,3.75,3,3,2,3,2,2.6,2,2,2,2,1,1.8,0,Retain,0,0
S2-0370,Ack+Support,3,1,1,1,22,Female,5,5,4,5,6,6,5,5.5,6,6,5,7,6.0,6,6,5,6,5,5.6,2,2,2,3,2.25,2,2,2,3,2.25,2,2,1,2,1,1.6,2,3,2,2,2,2.2,0,Retain,0,0
S2-0371,Ack+Support,3,1,1,1,22,Female,5,5,3,5,5,6,5,5.25,5,5,5,4,4.75,6,6,6,5,6,5.8,2,1,2,1,1.5,2,2,2,2,2.0,2,3,3,3,2,2.6,3,3,2,2,3,2.6,0,Retain,0,0
S2-0372,NoAck+Support,2,0,1,0,21,Female,5,5,5,3,5,5,4,4.25,4,5,4,5,4.5,5,5,5,6,6,5.4,3,3,3,3,3.0,3,2,2,3,2.5,4,4,4,5,4,4.2,1,1,1,2,2,1.4,0,Retain,0,0
S2-0373,NoAck+Alternative,0,0,0,0,24,Male,5,5,4,3,3,4,3,3.25,3,3,3,3,3.0,3,3,4,3,4,3.4,4,5,6,5,5.0,4,5,5,5,4.75,4,4,5,4,3,4.0,2,2,2,2,3,2.2,1,Exchange,1,0
S2-0374,Ack+Support,3,1,1,1,32,Female,7,4,5,6,6,6,5,5.75,6,7,5,5,5.75,5,6,6,6,5,5.6,4,3,4,3,3.5,2,1,2,4,2.25,3,2,2,3,3,2.6,2,2,2,3,2,2.2,0,Retain,0,0
S2-0375,NoAck+Support,2,0,1,0,39,Female,4,5,4,4,3,3,4,3.5,5,4,5,4,4.5,5,5,4,5,5,4.8,3,3,3,3,3.0,3,3,3,3,3.0,2,2,3,1,1,1.8,3,3,2,4,3,3.0,0,Retain,0,0
S2-0376,Ack+Support,3,1,1,1,30,Male,5,6,6,6,5,5,5,5.25,6,5,5,5,5.25,7,7,6,6,7,6.6,1,1,2,1,1.25,2,3,2,3,2.5,2,2,2,3,2,2.2,3,3,3,3,3,3.0,0,Retain,0,0
S2-0377,Ack+Alternative,1,1,0,0,36,Female,5,4,5,7,6,6,5,6.0,5,4,4,3,4.0,3,3,3,3,3,3.0,4,4,5,5,4.5,5,4,6,4,4.75,5,6,5,5,7,5.6,6,5,5,6,6,5.6,1,Exchange,0,0
S2-0378,NoAck+Support,2,0,1,0,20,Male,7,5,6,6,5,5,5,5.25,5,6,6,6,5.75,5,5,6,5,5,5.2,3,3,3,3,3.0,2,2,3,2,2.25,3,3,3,3,3,3.0,2,2,3,2,2,2.2,0,Retain,0,0
S2-0379,Ack+Support,3,1,1,1,29,Female,4,5,6,6,6,6,5,5.75,5,5,5,5,5.0,6,6,7,7,6,6.4,2,3,2,2,2.25,2,2,1,3,2.0,3,3,4,3,3,3.2,2,2,3,3,2,2.4,0,Retain,0,0
S2-0380,Ack+Support,3,1,1,1,34,Male,5,6,6,4,5,5,5,4.75,4,5,5,6,5.0,5,5,6,5,6,5.4,1,2,1,2,1.5,2,2,2,2,2.0,3,2,3,3,3,2.8,2,2,1,1,2,1.6,0,Retain,0,0
S2-0381,Ack+Alternative,1,1,0,0,18,Male,5,6,5,6,5,6,5,5.5,3,4,2,3,3.0,4,2,3,3,2,2.8,4,4,5,4,4.25,6,6,5,6,5.75,6,5,4,5,6,5.2,5,6,4,4,6,5.0,1,Exchange,0,0
S2-0382,Ack+Alternative,1,1,0,0,29,Female,5,5,4,4,5,5,5,4.75,2,3,2,2,2.25,3,4,3,3,4,3.4,5,5,5,5,5.0,5,4,4,4,4.25,6,5,6,6,5,5.6,4,6,5,5,5,5.0,0,Retain,0,0
S2-0383,Ack+Alternative,1,1,0,0,42,Female,6,6,3,5,5,6,5,5.25,3,3,3,4,3.25,3,2,3,3,3,2.8,6,6,4,6,5.5,4,4,5,5,4.5,5,6,6,5,6,5.6,4,4,3,4,5,4.0,0,Retain,1,0
S2-0384,Ack+Support,3,1,1,1,37,Male,5,5,6,6,6,7,7,6.5,6,6,4,5,5.25,4,5,5,5,5,4.8,3,2,3,4,3.0,3,3,3,3,3.0,2,3,2,3,2,2.4,2,2,2,1,1,1.6,0,Retain,0,0
S2-0385,Ack+Support,3,1,1,1,18,Male,5,6,5,6,5,6,5,5.5,4,5,5,4,4.5,5,5,4,5,4,4.6,3,3,3,3,3.0,3,3,3,3,3.0,3,3,3,3,4,3.2,2,2,3,2,2,2.2,0,Retain,0,0
S2-0386,NoAck+Alternative,0,0,0,0,21,Male,4,4,6,4,5,3,5,4.25,3,3,3,4,3.25,4,3,4,3,3,3.4,5,5,5,4,4.75,4,5,4,3,4.0,4,4,5,4,4,4.2,4,5,4,4,4,4.2,1,Exchange,0,0
S2-0387,NoAck+Support,2,0,1,0,24,Male,4,5,4,4,4,4,4,4.0,5,4,5,4,4.5,5,6,5,6,5,5.4,3,3,4,4,3.5,4,4,3,4,3.75,3,4,3,2,4,3.2,2,3,3,2,3,2.6,1,Cancel,1,0
S2-0388,NoAck+Support,2,0,1,0,38,Female,6,4,5,5,5,5,4,4.75,4,5,5,4,4.5,5,4,5,5,5,4.8,3,3,3,2,2.75,2,1,2,1,1.5,3,3,4,3,4,3.4,4,3,2,3,3,3.0,0,Retain,0,0
S2-0389,Ack+Support,3,1,1,1,28,Male,3,5,5,5,5,6,5,5.25,7,7,7,6,6.75,6,5,7,5,5,5.6,3,3,2,2,2.5,2,2,2,2,2.0,2,3,1,2,2,2.0,1,2,2,1,1,1.4,0,Retain,0,0
S2-0390,Ack+Support,3,1,1,1,34,Male,5,5,4,4,4,5,6,4.75,5,4,6,5,5.0,6,7,6,6,5,6.0,3,3,3,1,2.5,4,2,3,3,3.0,2,2,2,2,2,2.0,4,4,3,4,4,3.8,0,Retain,0,0
S2-0391,Ack+Support,3,1,1,1,40,Female,6,6,7,4,6,6,6,5.5,4,5,5,5,4.75,6,6,6,5,6,5.8,2,2,2,2,2.0,3,2,4,2,2.75,3,4,2,3,3,3.0,1,3,2,3,2,2.2,0,Retain,0,0
S2-0392,Ack+Support,3,1,1,1,34,Female,6,6,5,6,6,6,7,6.25,6,5,7,7,6.25,6,6,6,7,6,6.2,3,2,3,3,2.75,2,2,1,2,1.75,1,1,1,1,1,1.0,1,1,1,3,1,1.4,0,Retain,0,0
S2-0393,NoAck+Support,2,0,1,0,36,Female,6,6,4,4,4,5,4,4.25,5,5,5,5,5.0,5,4,4,4,4,4.2,4,4,3,2,3.25,3,4,3,4,3.5,2,2,2,3,3,2.4,2,2,3,2,3,2.4,0,Retain,0,0
S2-0394,Ack+Alternative,1,1,0,0,29,Female,4,6,5,6,5,6,5,5.5,4,4,4,4,4.0,3,3,5,4,3,3.6,4,5,4,5,4.5,4,6,6,5,5.25,5,4,5,4,5,4.6,4,3,4,4,2,3.4,1,Exchange,1,1
S2-0395,NoAck+Alternative,0,0,0,0,21,Male,5,5,6,4,5,4,4,4.25,4,4,4,5,4.25,5,5,5,7,5,5.4,3,2,4,3,3.0,4,5,3,4,4.0,3,4,4,4,4,3.8,2,3,3,5,4,3.4,0,Retain,0,1
S2-0396,NoAck+Alternative,0,0,0,0,31,Female,4,3,4,4,5,5,5,4.75,5,4,3,4,4.0,4,4,3,2,4,3.4,5,4,5,4,4.5,3,4,3,4,3.5,3,5,5,5,5,4.6,4,4,3,3,5,3.8,0,Retain,0,0
S2-0397,NoAck+Support,2,0,1,0,37,Female,5,6,6,4,4,4,4,4.0,5,5,5,5,5.0,5,7,6,6,6,6.0,2,2,2,3,2.25,3,3,3,3,3.0,3,1,2,2,2,2.0,2,3,3,3,3,2.8,1,Cancel,0,0
S2-0398,NoAck+Support,2,0,1,0,21,Male,6,6,5,3,3,4,3,3.25,5,5,5,5,5.0,5,5,5,5,4,4.8,3,3,2,3,2.75,3,3,2,2,2.5,1,2,3,2,2,2.0,3,2,2,3,2,2.4,1,Exchange,0,0
S2-0399,NoAck+Support,2,0,1,0,34,Female,5,5,3,5,5,4,5,4.75,5,6,5,5,5.25,5,5,6,6,6,5.6,4,4,4,3,3.75,4,2,3,3,3.0,2,2,3,2,2,2.2,2,4,2,2,2,2.4,0,Retain,0,0
S2-0400,NoAck+Support,2,0,1,0,18,Male,5,6,6,4,4,3,5,4.0,5,5,5,4,4.75,4,6,6,5,6,5.4,2,1,2,1,1.5,3,2,2,3,2.5,3,2,3,3,3,2.8,4,4,3,4,4,3.8,1,Exchange,0,0
S2-0401,NoAck+Support,2,0,1,0,24,Male,6,4,3,5,5,5,4,4.75,4,4,5,4,4.25,4,4,4,5,5,4.4,4,3,3,3,3.25,3,2,3,3,2.75,3,2,3,2,3,2.6,3,4,3,3,3,3.2,1,Exchange,0,0
S2-0402,Ack+Alternative,1,1,0,0,28,Female,6,4,6,6,5,6,5,5.5,3,4,5,4,4.0,3,3,2,3,3,2.8,4,5,5,6,5.0,6,6,6,5,5.75,5,6,6,5,6,5.6,4,4,4,5,5,4.4,0,Retain,0,1
S2-0403,NoAck+Alternative,0,0,0,0,33,Female,6,6,5,4,5,3,3,3.75,3,3,3,3,3.0,3,4,4,5,4,4.0,5,4,5,4,4.5,4,4,3,4,3.75,3,3,3,2,4,3.0,4,4,4,4,3,3.8,0,Retain,0,0
S2-0404,Ack+Alternative,1,1,0,0,27,Male,5,6,4,6,6,6,6,6.0,5,5,5,4,4.75,3,3,4,3,3,3.2,4,5,4,5,4.5,4,4,5,5,4.5,5,6,5,5,6,5.4,6,5,5,5,6,5.4,0,Retain,1,0
S2-0405,NoAck+Alternative,0,0,0,0,31,Male,5,5,4,2,3,3,2,2.5,3,3,4,4,3.5,3,3,3,4,4,3.4,5,5,5,5,5.0,5,4,4,5,4.5,4,5,5,4,4,4.4,4,3,4,4,4,3.8,1,Exchange,1,0
S2-0406,NoAck+Alternative,0,0,0,0,27,Male,5,5,5,3,3,3,3,3.0,4,3,3,5,3.75,3,4,3,3,4,3.4,4,5,5,4,4.5,4,4,3,5,4.0,3,3,4,2,3,3.0,4,4,4,4,5,4.2,1,Cancel,0,1
