ID,condition,condition_code,age,gender,initial_confidence,initial_satisfaction,choice_difficulty,product_involvement,category_knowledge,prior_return_frequency,platform_use_frequency,ad_skepticism,maximizing_tendency,price_sensitivity,IDN1,IDN2,IDN3,SIM1,SIM2,SIM3,ADV1,ADV2,ADV3,REP1,REP2,REP3,PAL1,PAL2,PAL3,PAL4,TRU1,TRU2,TRU3,TRU4,CLO1,CLO2,CLO3,CLO4,CLO5,CFT1,CFT2,CFT3,CFT4,REG1,REG2,REG3,REG4,RET1,RET2,RET3,RET4,RET5,AVO1,AVO2,AVO3,AVO4,AVO5,IRR1,IRR2,IRR3,IRR4,IRR5,ACC1,ACC2,ACC3,FIT1,FIT2,FIT3,PAL,Trust,Closure,Counterfactual,Regret,Return,Avoidance,Irritation,Accuracy,CurrentFit,same_vs_rest,superior_vs_rest
S1-0609,Superior-alternative,3,37,Female,7,7,3,6,4,1,6,5,4,3,2,2,2,6,6,5,6,5,6,5,5,6,5,6,6,6,5,4,5,5,2,3,2,1,2,5,6,6,6,6,5,5,5,5,5,5,5,3,2,3,4,3,3,4,3,4,4,5,5,5,5,3,3,4,5.75,4.75,2.0,5.75,5.25,5.0,3.0,4.0,5.0,3.3333333333333335,-0.3333333333333333,1.0
S1-0610,Unrelated,0,39,Female,5,5,4,6,2,4,3,5,5,4,1,1,1,3,3,2,2,2,2,2,2,2,5,6,6,7,6,6,6,6,4,6,5,4,6,3,3,2,3,2,3,2,3,1,2,3,2,5,2,1,2,2,3,4,4,3,4,5,2,4,4,4,4,4,6.0,6.0,5.0,2.75,2.5,2.2,2.0,4.0,3.3333333333333335,4.0,-0.3333333333333333,-0.3333333333333333
S1-0611,Unrelated,0,26,Female,6,5,4,6,5,2,5,3,5,6,1,2,2,3,2,3,2,1,1,2,3,2,5,4,5,5,4,6,5,6,5,6,6,6,7,3,2,2,1,1,2,2,3,1,3,1,3,6,3,3,3,3,3,4,3,3,4,3,3,3,4,5,5,3,4.75,5.25,6.0,2.0,2.0,2.0,3.0,3.4,3.3333333333333335,4.333333333333333,-0.3333333333333333,-0.3333333333333333
S1-0612,Same-product,1,31,Male,5,6,2,5,5,3,6,5,4,5,4,5,4,7,6,7,3,2,2,6,6,6,4,4,3,3,4,4,4,3,4,5,5,5,4,2,4,4,4,3,3,4,4,3,2,4,4,5,4,4,4,5,5,5,5,4,5,5,5,6,6,3,3,3,3.5,3.75,4.6,3.5,3.5,3.2,4.4,4.8,5.666666666666667,3.0,1.0,-0.3333333333333333
S1-0613,Unrelated,0,29,Female,5,6,4,7,6,2,6,7,2,4,1,1,1,3,3,3,1,2,2,2,3,2,5,4,6,5,5,4,5,4,6,5,6,6,6,3,2,2,2,1,2,3,1,3,3,3,2,6,4,4,3,4,4,3,3,3,3,3,4,4,3,5,5,4,5.0,4.5,5.8,2.25,1.75,2.6,3.8,3.0,3.6666666666666665,4.666666666666667,-0.3333333333333333,-0.3333333333333333
S1-0614,Unrelated,0,24,Female,5,6,4,4,6,2,6,4,4,5,2,1,2,2,3,2,2,1,2,3,3,3,6,5,5,6,4,4,4,5,5,5,6,5,5,2,3,3,1,2,2,1,3,1,2,1,1,7,2,4,3,3,3,2,1,2,2,2,3,3,3,5,3,4,5.5,4.25,5.2,2.25,2.0,1.2,3.0,1.8,3.0,4.0,-0.3333333333333333,-0.3333333333333333
S1-0615,Unrelated,0,24,Male,4,5,2,5,5,4,7,4,6,3,3,3,2,3,1,2,3,3,2,2,2,2,6,6,5,6,5,6,6,6,5,6,6,5,6,3,1,3,1,1,2,1,2,1,1,1,2,7,2,1,1,1,1,2,2,3,3,2,3,3,4,4,5,4,5.75,5.75,5.6,2.0,1.5,1.2,1.2,2.4,3.3333333333333335,4.333333333333333,-0.3333333333333333,-0.3333333333333333
S1-0616,Similar-product,2,29,Female,5,4,1,6,5,6,5,4,3,3,1,2,2,6,6,7,3,3,3,3,4,4,4,4,4,4,5,5,4,5,2,3,3,3,2,4,5,5,4,3,3,3,4,4,4,3,4,5,4,2,3,2,3,3,3,3,2,3,4,5,5,2,3,3,4.0,4.75,2.6,4.5,3.25,3.6,2.8,2.8,4.666666666666667,2.6666666666666665,-0.3333333333333333,-0.3333333333333333
S1-0617,Unrelated,0,26,Male,6,4,3,7,4,2,4,6,4,5,2,2,2,2,3,2,1,2,2,3,2,2,4,4,5,4,5,5,4,4,5,6,6,6,5,2,1,3,2,1,1,1,2,2,2,1,2,7,4,3,3,3,2,2,2,2,2,3,4,4,5,6,5,4,4.25,4.5,5.6,2.0,1.25,1.6,3.0,2.2,4.333333333333333,5.0,-0.3333333333333333,-0.3333333333333333
S1-0618,Similar-product,2,18,Male,4,7,4,6,5,4,6,3,5,6,2,2,2,5,6,6,3,2,3,5,5,4,3,5,3,5,3,4,4,4,4,5,4,5,4,4,3,3,3,5,5,4,3,5,4,4,4,3,4,4,5,5,4,3,3,4,4,4,4,4,3,4,5,5,4.0,3.75,4.4,3.25,4.25,4.4,4.4,3.6,3.6666666666666665,4.666666666666667,-0.3333333333333333,-0.3333333333333333
S1-0619,Unrelated,0,18,Male,5,5,6,6,4,3,5,5,4,6,1,1,1,2,2,2,2,2,2,2,2,3,5,3,5,5,4,4,5,4,6,7,7,6,7,3,2,2,2,2,4,2,2,2,2,3,2,6,3,3,2,3,2,2,2,1,2,1,5,5,5,4,4,5,4.5,4.25,6.6,2.25,2.5,2.2,2.6,1.6,5.0,4.333333333333333,-0.3333333333333333,-0.3333333333333333
S1-0620,Similar-product,2,27,Male,6,6,2,3,5,1,7,4,4,4,3,2,3,5,5,5,3,3,3,3,3,3,5,4,5,5,3,4,4,4,4,5,5,5,4,2,2,2,3,3,3,3,3,2,2,3,1,7,4,4,3,3,3,4,4,3,4,5,3,4,5,4,4,6,4.75,3.75,4.6,2.25,3.0,1.8,3.4,4.0,4.0,4.666666666666667,-0.3333333333333333,-0.3333333333333333
S1-0621,Unrelated,0,18,Female,5,6,3,4,5,2,6,4,5,5,2,2,1,2,2,2,2,1,2,3,3,3,6,6,5,6,5,5,5,5,5,4,6,6,5,3,3,3,4,2,1,1,2,2,2,3,3,5,2,2,2,1,3,5,3,4,3,3,5,3,5,4,4,4,5.75,5.0,5.2,3.25,1.5,2.6,2.0,3.6,4.333333333333333,4.0,-0.3333333333333333,-0.3333333333333333
S1-0622,Superior-alternative,3,37,Male,4,4,4,4,3,2,6,7,5,4,2,1,2,6,6,6,5,6,6,4,5,5,4,3,5,6,3,2,4,5,3,4,3,4,3,5,6,6,6,4,5,4,5,5,6,6,5,3,2,3,3,3,3,5,4,5,5,5,6,6,5,2,3,1,4.5,3.5,3.4,5.75,4.5,5.4,2.8,4.8,5.666666666666667,2.0,-0.3333333333333333,1.0
S1-0623,Same-product,1,35,Female,5,5,6,5,3,2,6,4,5,5,5,6,5,6,6,6,3,3,2,6,5,6,4,4,3,3,4,4,3,4,4,3,5,4,4,3,3,4,5,3,5,2,4,3,4,4,2,5,4,5,4,5,4,5,6,4,4,5,5,5,5,3,2,3,3.5,3.75,4.0,3.75,3.5,3.2,4.4,4.8,5.0,2.6666666666666665,1.0,-0.3333333333333333
S1-0624,Unrelated,0,40,Male,6,6,4,5,5,3,5,5,4,6,1,2,1,3,2,2,2,1,2,3,2,3,4,4,4,3,5,6,5,5,6,5,5,5,7,1,2,1,1,3,2,2,3,1,2,2,1,7,2,2,3,3,2,1,3,2,3,1,5,5,5,4,4,4,3.75,5.25,5.6,1.25,2.5,1.4,2.4,2.0,5.0,4.0,-0.3333333333333333,-0.3333333333333333
S1-0625,Similar-product,2,42,Female,6,6,2,6,4,3,2,5,5,6,3,3,3,6,6,6,4,4,4,4,5,5,4,4,5,4,4,4,4,3,5,5,5,5,4,2,3,3,3,3,3,4,4,3,3,3,3,5,3,4,4,5,5,3,3,3,4,3,6,6,4,3,4,3,4.25,3.75,4.8,2.75,3.5,3.0,4.2,3.2,5.333333333333333,3.3333333333333335,-0.3333333333333333,-0.3333333333333333
S1-0626,Superior-alternative,3,28,Male,6,6,2,5,5,4,6,5,5,7,2,2,2,5,6,6,6,7,6,3,5,5,5,4,5,4,4,3,4,4,4,3,3,4,3,6,6,6,6,5,5,6,6,6,6,6,6,1,4,5,4,3,4,6,4,4,6,5,5,4,5,3,2,2,4.5,3.75,3.4,6.0,5.5,6.2,4.0,5.0,4.666666666666667,2.3333333333333335,-0.3333333333333333,1.0
S1-0627,Same-product,1,39,Female,5,5,5,4,4,3,4,4,6,5,4,4,5,6,6,5,2,3,2,6,7,6,2,3,3,3,3,3,2,3,5,4,5,4,4,3,4,3,3,3,3,4,3,3,4,3,3,4,5,5,6,7,5,5,4,5,5,5,4,4,6,2,2,1,2.75,2.75,4.4,3.25,3.25,3.4,5.6,4.8,4.666666666666667,1.6666666666666667,1.0,-0.3333333333333333
S1-0628,Similar-product,2,34,Female,6,5,3,4,5,3,7,1,3,7,2,2,2,6,6,5,3,3,4,4,3,4,6,6,6,5,4,4,5,5,5,6,5,5,6,4,4,5,3,3,4,3,2,3,3,4,2,5,3,3,3,3,3,3,3,4,3,3,5,4,4,3,2,3,5.75,4.5,5.4,4.0,3.0,3.0,3.0,3.2,4.333333333333333,2.6666666666666665,-0.3333333333333333,-0.3333333333333333
S1-0629,Same-product,1,29,Female,5,5,2,5,4,3,7,4,5,5,6,6,6,5,7,6,2,2,2,7,7,7,5,4,4,5,3,4,4,3,5,5,5,5,4,4,3,3,3,3,2,2,2,2,2,2,2,5,6,4,5,6,6,6,4,5,5,6,4,4,4,2,2,3,4.5,3.5,4.8,3.25,2.25,2.2,5.4,5.2,4.0,2.3333333333333335,1.0,-0.3333333333333333
S1-0630,Similar-product,2,33,Male,5,5,2,3,5,2,6,4,4,5,2,2,2,5,6,6,3,4,3,5,4,4,5,6,5,6,4,5,6,5,6,7,5,5,6,3,3,3,2,3,3,2,2,3,2,2,3,4,3,3,2,3,2,4,5,5,4,4,4,4,3,4,4,5,5.5,5.0,5.8,2.75,2.5,2.8,2.6,4.4,3.6666666666666665,4.333333333333333,-0.3333333333333333,-0.3333333333333333
S1-0631,Unrelated,0,18,Female,6,3,2,3,6,1,5,4,5,4,2,2,2,3,3,2,1,2,2,2,2,3,4,5,5,4,4,5,4,5,4,6,5,4,5,3,3,2,3,2,3,3,2,2,1,2,2,7,2,2,1,1,2,3,3,2,2,2,3,5,5,4,4,3,4.5,4.5,4.8,2.75,2.5,1.6,1.6,2.4,4.333333333333333,3.6666666666666665,-0.3333333333333333,-0.3333333333333333
S1-0632,Same-product,1,28,Male,6,5,5,5,5,3,5,4,4,5,5,6,6,7,6,7,3,3,1,6,6,6,3,3,4,3,3,4,3,4,6,6,5,5,5,3,2,2,1,2,3,4,3,3,3,3,3,4,5,5,4,4,5,6,6,6,6,7,6,4,5,2,3,1,3.25,3.5,5.4,2.0,3.0,3.2,4.6,6.2,5.0,2.0,1.0,-0.3333333333333333
S1-0633,Same-product,1,22,Male,6,5,4,5,4,1,6,3,4,6,5,6,6,7,6,6,2,2,1,5,5,5,5,4,4,5,6,4,5,4,4,5,4,5,3,4,2,2,3,2,3,3,3,2,3,3,3,6,3,4,3,4,3,4,4,4,4,5,4,3,5,2,4,3,4.5,4.75,4.2,2.75,2.75,2.6,3.4,4.2,4.0,3.0,1.0,-0.3333333333333333
S1-0634,Similar-product,2,42,Male,6,6,3,6,5,3,6,4,3,4,2,2,2,5,4,5,3,4,3,5,4,5,6,6,5,5,5,5,4,4,5,6,4,5,6,4,3,3,4,3,2,3,2,2,2,3,2,5,3,3,4,5,4,3,3,3,4,4,5,4,5,4,4,3,5.5,4.5,5.2,3.5,2.5,2.4,3.8,3.4,4.666666666666667,3.6666666666666665,-0.3333333333333333,-0.3333333333333333
S1-0635,Same-product,1,21,Female,6,6,4,4,4,2,4,5,4,5,5,4,4,5,5,6,2,2,2,5,5,5,4,4,4,3,3,3,4,3,6,5,5,6,5,2,2,2,3,3,2,3,2,3,3,3,2,5,4,4,4,4,4,5,5,4,5,4,6,6,5,4,3,2,3.75,3.25,5.4,2.25,2.5,2.8,4.0,4.6,5.666666666666667,3.0,1.0,-0.3333333333333333
S1-0636,Unrelated,0,44,Female,4,6,4,4,5,1,6,4,4,3,2,3,2,2,3,2,1,2,2,3,2,1,6,6,5,5,5,6,5,6,6,5,5,6,6,2,2,2,2,3,2,2,3,2,2,2,3,5,2,1,2,2,3,2,2,1,1,3,4,4,3,4,5,4,5.5,5.5,5.6,2.0,2.5,2.4,2.0,1.8,3.6666666666666665,4.333333333333333,-0.3333333333333333,-0.3333333333333333
S1-0637,Same-product,1,28,Female,5,5,3,4,3,2,4,3,3,4,5,6,6,6,7,6,2,2,3,5,5,6,3,4,3,2,3,3,4,2,6,6,5,6,6,3,2,4,3,3,2,2,2,1,2,2,2,6,5,6,6,6,7,6,5,6,6,6,5,4,4,3,2,2,3.0,3.0,5.8,3.0,2.25,1.8,6.0,5.8,4.333333333333333,2.3333333333333335,1.0,-0.3333333333333333
S1-0638,Superior-alternative,3,36,Male,4,5,5,3,3,1,5,5,5,5,1,2,2,6,6,6,7,7,6,5,4,4,5,6,6,6,5,5,5,4,3,2,2,3,2,6,6,7,6,5,4,5,6,3,4,4,5,4,4,3,3,3,2,5,4,3,5,3,4,4,4,3,4,5,5.75,4.75,2.4,6.25,5.0,4.0,3.0,4.0,4.0,4.0,-0.3333333333333333,1.0
S1-0639,Same-product,1,24,Male,6,4,3,4,4,2,5,4,7,6,5,5,6,6,5,5,2,3,2,5,5,6,4,4,4,4,4,3,4,4,5,5,5,5,6,2,1,2,2,2,2,2,2,3,3,3,3,6,5,5,5,4,5,5,6,6,4,5,5,5,6,4,3,4,4.0,3.75,5.2,1.75,2.0,2.8,4.8,5.2,5.333333333333333,3.6666666666666665,1.0,-0.3333333333333333
S1-0640,Unrelated,0,40,Female,5,5,3,7,4,3,4,4,5,6,2,1,1,3,3,3,3,2,2,3,3,3,4,5,4,4,5,5,5,5,5,5,6,6,6,3,3,2,4,4,3,4,2,3,2,3,1,6,2,1,2,3,4,2,2,3,2,3,3,2,2,3,4,5,4.25,5.0,5.6,3.0,3.25,2.2,2.4,2.4,2.3333333333333335,4.0,-0.3333333333333333,-0.3333333333333333
S1-0641,Similar-product,2,20,Male,4,6,2,4,3,3,3,6,4,4,2,1,2,6,5,5,3,4,4,4,4,4,4,4,3,4,4,5,4,5,4,6,4,5,4,3,4,3,4,2,4,2,3,2,2,3,2,6,4,3,4,3,3,5,5,3,4,4,5,5,4,3,4,3,3.75,4.5,4.6,3.5,2.75,2.2,3.4,4.2,4.666666666666667,3.3333333333333335,-0.3333333333333333,-0.3333333333333333
S1-0642,Unrelated,0,34,Male,6,6,3,3,6,4,5,5,3,4,1,1,2,2,1,2,3,2,1,3,3,3,5,5,5,4,5,6,5,5,4,6,5,5,6,2,3,2,3,2,3,4,2,2,2,3,2,5,2,3,2,2,2,4,3,2,3,3,3,4,4,6,4,6,4.75,5.25,5.2,2.5,2.75,2.4,2.2,3.0,3.6666666666666665,5.333333333333333,-0.3333333333333333,-0.3333333333333333
S1-0643,Same-product,1,20,Male,4,4,1,6,3,1,5,5,5,5,5,5,6,6,6,7,2,2,2,6,6,7,3,5,4,4,4,3,4,3,6,6,5,6,6,2,2,3,2,1,2,3,3,2,2,2,3,7,6,5,5,6,6,5,5,6,5,5,6,5,5,3,3,3,4.0,3.5,5.8,2.25,2.25,2.0,5.6,5.2,5.333333333333333,3.0,1.0,-0.3333333333333333
S1-0644,Unrelated,0,23,Female,4,5,4,6,3,3,5,5,4,5,2,1,2,3,1,3,2,2,2,2,2,1,5,5,5,5,5,5,5,6,5,5,6,6,6,3,2,3,3,2,2,3,2,2,2,3,3,6,1,2,3,2,2,3,2,2,2,2,3,4,4,3,5,5,5.0,5.25,5.6,2.75,2.25,2.4,2.0,2.2,3.6666666666666665,4.333333333333333,-0.3333333333333333,-0.3333333333333333
S1-0645,Same-product,1,20,Female,6,4,2,6,4,3,7,5,4,3,5,6,5,6,6,6,2,1,1,6,6,5,4,4,4,4,3,4,4,4,5,5,5,4,5,2,4,4,4,4,3,3,4,3,3,4,4,5,4,4,4,4,4,4,5,4,5,4,6,5,6,2,2,4,4.0,3.75,4.8,3.5,3.5,3.4,4.0,4.4,5.666666666666667,2.6666666666666665,1.0,-0.3333333333333333
S1-0646,Same-product,1,18,Male,4,5,3,5,5,3,6,4,4,6,6,6,6,5,5,5,2,2,3,5,5,4,2,3,2,3,2,3,4,4,3,4,4,4,4,3,3,4,3,3,2,4,4,2,3,3,3,5,5,4,5,6,6,5,5,5,5,4,6,6,6,3,3,3,2.5,3.25,3.8,3.25,3.25,2.8,5.2,4.8,6.0,3.0,1.0,-0.3333333333333333
S1-0647,Unrelated,0,30,Male,6,7,4,4,3,1,5,3,6,3,2,2,2,2,2,2,2,2,2,3,2,2,4,5,4,5,5,5,5,5,5,5,5,4,6,2,3,3,2,2,2,1,2,2,1,1,2,6,3,3,2,3,3,1,1,2,2,1,5,4,3,3,4,5,4.5,5.0,5.0,2.5,1.75,1.6,2.8,1.4,4.0,4.0,-0.3333333333333333,-0.3333333333333333
S1-0648,Superior-alternative,3,21,Female,5,3,6,3,4,1,5,3,2,4,2,2,1,6,7,6,5,5,6,4,5,5,4,4,4,5,4,4,4,4,3,2,2,3,2,6,6,4,6,4,5,5,5,4,4,3,4,4,4,5,5,5,4,4,3,3,4,4,5,6,5,3,2,3,4.25,4.0,2.4,5.5,4.75,3.8,4.6,3.6,5.333333333333333,2.6666666666666665,-0.3333333333333333,1.0
S1-0649,Superior-alternative,3,22,Male,6,7,4,4,5,5,5,3,5,6,2,2,2,6,6,6,5,6,5,4,5,4,6,5,6,6,5,5,4,5,4,3,3,4,4,5,5,4,5,5,4,4,5,4,5,5,5,3,3,3,3,4,2,3,3,5,4,3,5,5,5,3,3,3,5.75,4.75,3.6,4.75,4.5,4.8,3.0,3.6,5.0,3.0,-0.3333333333333333,1.0
S1-0650,Superior-alternative,3,30,Male,5,6,2,4,4,2,5,5,4,4,1,1,1,5,6,6,6,6,5,4,5,4,5,5,5,6,4,4,4,5,3,3,2,3,2,6,6,5,5,5,5,5,5,4,5,5,4,4,4,4,4,5,5,5,5,5,5,4,6,5,5,2,3,2,5.25,4.25,2.6,5.5,5.0,4.4,4.4,4.8,5.333333333333333,2.3333333333333335,-0.3333333333333333,1.0
S1-0651,Same-product,1,29,Female,5,5,2,4,5,1,5,3,4,3,6,6,6,6,7,7,1,2,2,6,5,6,2,2,3,2,4,4,3,3,4,5,4,5,4,3,3,3,4,2,2,2,3,3,3,3,4,6,7,6,6,6,6,6,6,7,5,7,4,4,4,3,4,3,2.25,3.5,4.4,3.25,2.25,3.0,6.2,6.2,4.0,3.3333333333333335,1.0,-0.3333333333333333
S1-0652,Similar-product,2,27,Female,5,7,2,3,7,2,4,4,4,5,3,2,2,6,6,6,3,3,3,4,4,4,4,4,6,5,5,5,5,4,5,4,4,4,5,6,4,4,4,4,4,3,4,3,3,3,4,4,3,2,2,3,3,4,4,4,4,4,5,5,4,3,4,4,4.75,4.75,4.4,4.5,3.75,3.4,2.6,4.0,4.666666666666667,3.6666666666666665,-0.3333333333333333,-0.3333333333333333
S1-0653,Similar-product,2,41,Female,5,4,1,5,3,3,6,5,4,4,3,2,2,6,6,6,4,4,4,4,4,4,6,4,5,5,5,5,5,5,3,4,4,3,4,5,4,3,5,5,4,4,4,5,4,5,5,5,4,4,3,4,5,4,5,4,6,5,4,4,4,4,4,4,5.0,5.0,3.6,4.25,4.25,4.4,4.0,4.8,4.0,4.0,-0.3333333333333333,-0.3333333333333333
S1-0654,Unrelated,0,27,Female,4,5,4,5,4,4,5,4,4,4,1,1,2,3,2,2,2,3,2,2,1,2,5,6,6,6,5,6,6,6,5,6,5,6,5,2,2,2,3,2,2,2,2,1,2,1,1,6,3,2,2,2,2,2,3,2,3,3,4,5,4,2,4,3,5.75,5.75,5.4,2.25,2.0,1.4,2.2,2.6,4.333333333333333,3.0,-0.3333333333333333,-0.3333333333333333
S1-0655,Superior-alternative,3,19,Male,6,4,2,4,6,3,4,5,4,6,2,2,3,6,6,6,7,6,6,4,4,4,4,6,6,4,5,5,5,5,2,3,1,3,2,6,6,5,5,6,5,6,5,5,6,6,6,3,4,4,4,4,3,4,4,5,5,6,4,4,5,3,3,3,5.0,5.0,2.2,5.5,5.5,5.6,3.8,4.8,4.333333333333333,3.0,-0.3333333333333333,1.0
S1-0656,Unrelated,0,30,Female,6,5,4,4,4,3,6,5,5,3,2,2,2,2,2,1,3,2,2,1,2,2,5,5,4,5,5,4,5,5,5,4,6,4,5,4,4,3,3,2,1,2,2,4,3,3,2,5,3,3,4,2,3,3,2,3,2,3,4,3,4,5,5,6,4.75,4.75,4.8,3.5,1.75,3.0,3.0,2.6,3.6666666666666665,5.333333333333333,-0.3333333333333333,-0.3333333333333333
S1-0657,Unrelated,0,26,Male,5,6,5,5,5,2,5,5,3,5,2,1,2,2,2,2,2,1,1,3,3,3,5,5,4,4,4,5,5,4,5,5,5,5,5,3,2,2,3,2,3,2,3,3,2,2,3,5,3,2,3,3,2,2,2,2,2,3,3,3,2,5,4,5,4.5,4.5,5.0,2.5,2.5,2.6,2.6,2.2,2.6666666666666665,4.666666666666667,-0.3333333333333333,-0.3333333333333333
S1-0658,Superior-alternative,3,36,Female,5,5,3,5,3,3,5,4,4,4,1,2,1,5,6,6,5,5,6,4,4,5,5,5,5,6,6,5,5,5,3,4,4,3,3,5,5,5,6,5,6,6,5,6,5,5,6,2,3,3,4,3,3,5,5,5,5,5,4,4,4,4,4,3,5.25,5.25,3.4,5.25,5.5,5.6,3.2,5.0,4.0,3.6666666666666665,-0.3333333333333333,1.0
S1-0659,Similar-product,2,34,Female,6,5,5,7,5,3,5,3,5,6,3,2,2,5,6,5,3,3,3,3,3,3,3,4,4,3,4,4,4,4,5,5,6,5,4,4,3,4,4,4,3,5,5,3,3,3,3,5,4,4,4,4,4,4,4,5,4,4,5,4,6,4,4,5,3.5,4.0,5.0,3.75,4.25,3.0,4.0,4.2,5.0,4.333333333333333,-0.3333333333333333,-0.3333333333333333
S1-0660,Similar-product,2,26,Male,5,4,3,4,4,2,4,5,3,6,1,2,2,6,6,6,4,3,3,4,4,4,5,5,5,6,6,5,6,7,4,3,3,3,3,3,5,5,4,4,3,3,4,3,4,4,5,4,4,3,4,3,3,5,4,4,5,4,5,6,6,4,5,4,5.25,6.0,3.2,4.25,3.5,4.0,3.4,4.4,5.666666666666667,4.333333333333333,-0.3333333333333333,-0.3333333333333333
S1-0661,Similar-product,2,31,Female,5,7,5,3,4,3,3,3,5,2,2,2,2,6,5,7,3,4,4,4,3,4,4,5,5,5,4,5,4,5,5,5,4,6,5,3,3,3,3,3,4,4,4,3,2,4,4,4,4,4,4,3,5,5,6,5,6,6,5,5,5,3,3,3,4.75,4.5,5.0,3.0,3.75,3.4,4.0,5.6,5.0,3.0,-0.3333333333333333,-0.3333333333333333
S1-0662,Similar-product,2,25,Female,6,5,4,5,4,3,6,5,3,4,1,2,1,6,6,7,4,3,3,3,4,4,3,3,4,4,4,5,4,4,5,3,5,4,3,5,4,5,4,4,3,5,3,4,4,4,4,5,3,3,4,3,4,4,5,4,4,4,4,4,5,4,4,2,3.5,4.25,4.0,4.5,3.75,3.8,3.4,4.2,4.333333333333333,3.3333333333333335,-0.3333333333333333,-0.3333333333333333
S1-0663,Same-product,1,40,Female,6,5,2,5,4,2,5,4,3,3,5,6,6,6,6,6,2,2,3,5,5,5,2,3,3,2,2,3,4,4,5,5,4,5,4,3,3,4,3,3,3,4,3,5,3,4,3,5,5,6,5,6,6,6,6,6,6,7,5,4,5,2,4,4,2.5,3.25,4.6,3.25,3.25,3.6,5.6,6.2,4.666666666666667,3.3333333333333335,1.0,-0.3333333333333333
S1-0664,Same-product,1,29,Male,7,5,3,5,4,4,6,4,4,6,5,5,5,6,6,7,2,2,2,5,6,6,2,2,3,3,2,3,4,3,4,5,4,4,5,2,3,2,3,3,3,3,3,2,2,2,2,6,6,5,5,5,5,6,5,6,6,7,5,6,5,2,3,2,2.5,3.0,4.4,2.5,3.0,2.0,5.2,6.0,5.333333333333333,2.3333333333333335,1.0,-0.3333333333333333
S1-0665,Same-product,1,43,Male,6,6,3,6,6,1,4,5,3,7,5,5,5,6,7,6,2,2,2,5,5,5,4,3,3,3,3,5,3,5,5,5,4,5,5,4,4,4,4,4,3,2,3,3,4,3,3,5,4,4,6,4,5,6,5,5,5,6,5,5,5,4,2,3,3.25,4.0,4.8,4.0,3.0,3.2,4.6,5.4,5.0,3.0,1.0,-0.3333333333333333
S1-0666,Same-product,1,22,Female,6,7,2,3,5,4,6,5,5,6,6,5,6,6,6,5,2,2,2,5,6,5,4,5,4,4,3,4,4,5,6,5,5,6,6,2,2,1,1,2,1,2,2,2,1,1,2,6,4,5,5,4,5,4,4,5,4,5,6,4,7,3,3,3,4.25,4.0,5.6,1.5,1.75,1.6,4.6,4.4,5.666666666666667,3.0,1.0,-0.3333333333333333
S1-0667,Unrelated,0,29,Male,6,5,4,3,4,2,5,5,5,3,3,2,1,2,3,2,2,2,2,3,2,2,6,6,6,5,6,6,6,6,5,6,5,5,6,3,2,1,1,3,3,3,4,4,4,3,3,5,3,3,2,1,3,3,4,3,3,3,2,3,3,5,4,4,5.75,6.0,5.4,1.75,3.25,3.4,2.4,3.2,2.6666666666666665,4.333333333333333,-0.3333333333333333,-0.3333333333333333
S1-0668,Same-product,1,29,Female,5,5,3,4,5,3,6,4,5,6,5,5,5,6,6,5,2,2,2,6,6,6,4,4,5,5,5,5,5,5,4,5,4,4,5,2,4,3,3,2,2,1,1,1,2,1,2,7,4,3,4,4,3,4,5,6,5,6,6,4,5,3,3,3,4.5,5.0,4.4,3.0,1.5,1.4,3.6,5.2,5.0,3.0,1.0,-0.3333333333333333
S1-0669,Unrelated,0,39,Female,4,5,3,7,5,3,4,5,6,3,2,3,3,2,2,3,2,3,2,2,2,3,5,5,5,5,5,6,5,6,5,5,6,5,6,2,2,1,2,3,2,2,1,2,2,2,2,6,2,2,2,3,2,4,2,3,2,3,4,5,4,4,4,3,5.0,5.5,5.4,1.75,2.0,2.0,2.2,2.8,4.333333333333333,3.6666666666666665,-0.3333333333333333,-0.3333333333333333
S1-0670,Unrelated,0,39,Male,3,4,5,6,4,1,5,4,5,4,2,1,2,1,2,2,1,2,1,3,2,2,4,6,5,5,5,4,5,6,6,5,6,7,5,2,3,3,2,3,2,3,3,3,2,2,3,5,4,2,2,2,1,3,3,2,2,2,4,3,3,4,4,4,5.0,5.0,5.8,2.5,2.75,2.6,2.2,2.4,3.3333333333333335,4.0,-0.3333333333333333,-0.3333333333333333
S1-0671,Unrelated,0,41,Male,5,6,5,4,3,1,4,4,1,7,3,1,2,3,3,2,3,1,2,4,4,4,5,5,3,4,4,3,5,5,5,5,6,6,5,3,3,3,3,3,3,4,3,2,2,3,3,6,3,3,3,3,3,4,4,3,3,2,4,3,3,5,5,5,4.25,4.25,5.4,3.0,3.25,2.4,3.0,3.2,3.3333333333333335,5.0,-0.3333333333333333,-0.3333333333333333
S1-0672,Unrelated,0,35,Male,6,5,3,3,4,2,4,5,4,4,2,2,2,2,1,1,2,2,1,3,2,2,5,5,6,6,4,5,6,7,4,6,5,5,5,1,3,2,3,3,3,1,3,2,2,2,2,6,3,2,3,2,3,3,2,3,2,3,4,4,4,5,5,4,5.5,5.5,5.0,2.25,2.5,2.0,2.6,2.6,4.0,4.666666666666667,-0.3333333333333333,-0.3333333333333333
